OrderID,CustomerID,Product,Category,Quantity,UnitPrice,Sales,Profit,OrderDate
370,160,Mamaearth Face Wash,Skincare,5,1051,5255,1836.78,2022-10-02
371,292,Biotique Cream,Skincare,5,1164,5820,1887.09,2022-11-22
372,291,Lakme Lipstick,Makeup,4,873,3492,1121.29,2019-01-21
373,25,Mamaearth Face Wash,Skincare,4,817,3268,1084.23,2017-11-16
374,265,Colorbar Eyeliner,Makeup,4,1123,4492,1390.23,2018-05-10
375,65,Lakme Lipstick,Makeup,4,862,3448,1107.54,2018-07-12
376,168,Maybelline Mascara,Makeup,5,1276,6380,1800.99,2020-03-12
377,215,Maybelline Mascara,Makeup,3,1060,3180,406.04,2017-07-24
378,268,Biotique Cream,Skincare,4,1116,4464,908.23,2020-12-12
379,111,Colorbar Eyeliner,Makeup,5,1323,6615,836.23,2019-06-25
380,160,Himalaya Face Pack,Skincare,2,202,404,122.42,2018-06-10
381,283,Minimalist Sunscreen,Skincare,3,1014,3042,677.46,2018-10-21
382,195,Nykaa Nail Polish,Makeup,3,957,2871,404.31,2020-10-24
383,48,Minimalist Sunscreen,Skincare,3,1441,4323,1472.21,2017-05-02
384,212,Maybelline Mascara,Makeup,5,1429,7145,1711.95,2022-10-15
385,228,Mamaearth Face Wash,Skincare,1,709,709,198.9,2022-02-04
386,281,Colorbar Eyeliner,Makeup,1,1007,1007,295.41,2019-08-06
387,234,Plum Serum,Skincare,1,643,643,199.72,2018-02-15
388,38,Mamaearth Face Wash,Skincare,3,722,2166,290.7,2019-04-07
389,45,Minimalist Sunscreen,Skincare,4,1137,4548,1406.37,2020-06-28
390,137,Maybelline Mascara,Makeup,1,1203,1203,417.65,2017-07-26
391,167,LOreal Shampoo,Haircare,4,776,3104,382.85,2018-09-28
392,255,Maybelline Mascara,Makeup,5,1232,6160,1717.21,2018-09-05
393,260,Colorbar Eyeliner,Makeup,3,1096,3288,982.27,2020-07-12
394,47,Maybelline Mascara,Makeup,3,381,1143,378.8,2017-10-24
395,221,Plum Serum,Skincare,5,1421,7105,1011.86,2021-03-09
396,175,LOreal Shampoo,Haircare,3,1242,3726,758.34,2022-03-30
397,289,Biotique Cream,Skincare,3,753,2259,446.8,2017-04-18
398,199,Minimalist Sunscreen,Skincare,2,1078,2156,663.41,2022-01-21
399,133,Mamaearth Face Wash,Skincare,4,1250,5000,1011.82,2018-05-08
400,140,Biotique Cream,Skincare,2,241,482,151.05,2020-10-31
401,196,Biotique Cream,Skincare,3,1193,3579,731.04,2017-10-22
402,274,Colorbar Eyeliner,Makeup,4,1241,4964,1082.5,2018-03-28
403,273,LOreal Shampoo,Haircare,5,1195,5975,907.73,2020-11-20
404,52,Himalaya Face Pack,Skincare,5,993,4965,934.67,2017-05-04
405,30,Colorbar Eyeliner,Makeup,2,665,1330,450.11,2019-06-02
406,259,LOreal Shampoo,Haircare,1,898,898,252.35,2019-02-23
407,277,Himalaya Face Pack,Skincare,1,1494,1494,445.9,2020-06-27
408,71,LOreal Shampoo,Haircare,2,286,572,138.88,2018-09-15
409,54,Nykaa Nail Polish,Makeup,4,391,1564,207.77,2018-08-19
410,171,Lakme Lipstick,Makeup,1,656,656,105.49,2020-07-21
411,270,Mamaearth Face Wash,Skincare,2,1018,2036,314.57,2018-12-08
412,127,Plum Serum,Skincare,2,568,1136,114.98,2022-03-29
413,29,LOreal Shampoo,Haircare,1,1172,1172,259.26,2018-06-25
414,152,LOreal Shampoo,Haircare,2,1390,2780,340.67,2019-02-08
415,186,Lakme Lipstick,Makeup,3,1253,3759,1280.21,2021-03-14
416,129,Himalaya Face Pack,Skincare,4,422,1688,412.9,2019-11-13
417,178,Lakme Lipstick,Makeup,4,250,1000,201.94,2020-09-22
418,35,Maybelline Mascara,Makeup,5,1343,6715,965.29,2021-01-16
419,75,Nykaa Nail Polish,Makeup,1,1018,1018,183.7,2021-04-12
420,107,Nykaa Nail Polish,Makeup,1,551,551,77.26,2021-12-22
421,72,Mamaearth Face Wash,Skincare,3,231,693,203.76,2022-08-02
422,221,Plum Serum,Skincare,5,411,2055,378.34,2017-06-08
423,226,Plum Serum,Skincare,3,1389,4167,458.22,2020-03-30
424,51,Biotique Cream,Skincare,3,272,816,112.5,2019-01-14
425,287,Minimalist Sunscreen,Skincare,1,1405,1405,348.06,2021-11-09
426,97,LOreal Shampoo,Haircare,2,480,960,136.26,2017-03-16
427,289,Minimalist Sunscreen,Skincare,5,452,2260,541.99,2019-10-29
428,137,Plum Serum,Skincare,5,959,4795,1163.22,2021-09-05
429,215,Maybelline Mascara,Makeup,1,242,242,46.86,2020-09-21
430,86,Colorbar Eyeliner,Makeup,3,1059,3177,442.23,2017-07-07
431,221,Lakme Lipstick,Makeup,5,1087,5435,1679.31,2021-11-18
432,287,Minimalist Sunscreen,Skincare,2,1062,2124,398.02,2022-04-22
433,57,Colorbar Eyeliner,Makeup,3,1081,3243,553.23,2020-04-23
434,12,Nykaa Nail Polish,Makeup,3,1167,3501,949.63,2021-03-05
435,28,Colorbar Eyeliner,Makeup,1,1166,1166,170.8,2019-04-12
436,183,Mamaearth Face Wash,Skincare,5,1088,5440,1662.36,2022-09-15
437,69,Biotique Cream,Skincare,2,1406,2812,895.95,2021-08-23
438,36,Mamaearth Face Wash,Skincare,2,1162,2324,686.22,2019-12-05
439,22,Nykaa Nail Polish,Makeup,2,509,1018,223.83,2017-03-04
440,246,Minimalist Sunscreen,Skincare,1,987,987,163.3,2017-10-26
441,186,Colorbar Eyeliner,Makeup,3,526,1578,473.74,2017-05-06
442,79,Lakme Lipstick,Makeup,1,1237,1237,153.14,2020-06-16
443,246,Colorbar Eyeliner,Makeup,5,218,1090,277.95,2022-05-27
444,251,Maybelline Mascara,Makeup,5,771,3855,392.41,2018-06-04
445,233,Nykaa Nail Polish,Makeup,1,278,278,69.39,2021-11-22
446,81,Himalaya Face Pack,Skincare,1,288,288,61.95,2021-05-13
447,150,Biotique Cream,Skincare,2,223,446,150.93,2022-04-04
448,36,Colorbar Eyeliner,Makeup,2,1199,2398,567.76,2017-02-05
449,21,LOreal Shampoo,Haircare,4,1477,5908,1245.73,2022-06-26
450,75,Maybelline Mascara,Makeup,5,774,3870,407.28,2020-05-26
451,56,Mamaearth Face Wash,Skincare,4,589,2356,366.36,2022-11-06
452,208,Himalaya Face Pack,Skincare,1,560,560,174.48,2022-05-01
453,108,Lakme Lipstick,Makeup,2,205,410,119.06,2018-10-16
454,51,Maybelline Mascara,Makeup,5,662,3310,1138.5,2020-07-11
455,6,Plum Serum,Skincare,2,812,1624,301.35,2017-02-08
456,30,Biotique Cream,Skincare,3,574,1722,175.18,2022-09-25
457,228,Biotique Cream,Skincare,5,972,4860,613.33,2020-08-11
458,246,Biotique Cream,Skincare,5,254,1270,364.93,2017-11-19
459,179,Lakme Lipstick,Makeup,3,894,2682,624.18,2022-11-20
460,39,Mamaearth Face Wash,Skincare,2,203,406,57.01,2017-11-29
461,214,Colorbar Eyeliner,Makeup,3,332,996,197.13,2019-12-17
462,292,Mamaearth Face Wash,Skincare,5,1257,6285,914.42,2019-12-18
463,91,Minimalist Sunscreen,Skincare,2,1065,2130,667.12,2020-09-05
464,215,LOreal Shampoo,Haircare,2,543,1086,231.23,2019-02-17
465,73,LOreal Shampoo,Haircare,3,1458,4374,1068.3,2022-11-30
466,297,Lakme Lipstick,Makeup,5,910,4550,912.64,2022-07-20
467,279,Minimalist Sunscreen,Skincare,5,1417,7085,1907.76,2019-01-25
468,186,Himalaya Face Pack,Skincare,1,1256,1256,187.03,2021-03-05
469,106,Lakme Lipstick,Makeup,4,221,884,292.61,2022-11-02
470,277,Nykaa Nail Polish,Makeup,1,1263,1263,399.61,2019-11-28
471,253,Colorbar Eyeliner,Makeup,1,551,551,174.6,2018-10-29
472,194,Colorbar Eyeliner,Makeup,2,1495,2990,965.18,2022-09-16
473,236,Maybelline Mascara,Makeup,1,1323,1323,137.87,2018-06-14
474,256,Himalaya Face Pack,Skincare,4,1443,5772,1120.54,2020-11-17
475,161,Nykaa Nail Polish,Makeup,3,249,747,102.38,2022-01-23
476,240,Plum Serum,Skincare,1,1143,1143,373.76,2019-10-13
477,272,Mamaearth Face Wash,Skincare,5,1003,5015,1116.48,2018-04-21
478,127,Maybelline Mascara,Makeup,3,219,657,209.39,2018-07-07
479,39,Nykaa Nail Polish,Makeup,2,991,1982,398.75,2021-05-19
480,300,Colorbar Eyeliner,Makeup,2,384,768,100.89,2019-11-07
481,5,Himalaya Face Pack,Skincare,1,1288,1288,395.29,2020-06-20
482,178,Biotique Cream,Skincare,1,285,285,29.39,2020-05-29
483,262,Minimalist Sunscreen,Skincare,4,365,1460,161.54,2021-01-18
484,147,Plum Serum,Skincare,2,456,912,159.91,2018-05-06
485,156,Minimalist Sunscreen,Skincare,1,294,294,100.1,2019-12-22
486,2,Lakme Lipstick,Makeup,5,573,2865,449.14,2017-05-19
487,101,Lakme Lipstick,Makeup,5,649,3245,728.4,2022-03-09
488,263,Biotique Cream,Skincare,1,1340,1340,228.6,2017-03-19
489,271,Biotique Cream,Skincare,2,939,1878,193.84,2018-01-28
490,86,Mamaearth Face Wash,Skincare,3,1098,3294,558.56,2017-02-16
491,23,Himalaya Face Pack,Skincare,4,1282,5128,641.89,2020-02-05
492,103,Maybelline Mascara,Makeup,5,224,1120,176.23,2021-02-01
493,43,Lakme Lipstick,Makeup,5,996,4980,905.93,2020-03-24
494,156,Lakme Lipstick,Makeup,3,1144,3432,718.8,2022-03-26
495,66,Biotique Cream,Skincare,4,822,3288,621.3,2022-08-07
496,252,Maybelline Mascara,Makeup,2,353,706,121.33,2018-02-14
497,88,Colorbar Eyeliner,Makeup,1,383,383,42.69,2021-08-07
498,14,Mamaearth Face Wash,Skincare,2,1216,2432,766.87,2019-07-07
499,131,Plum Serum,Skincare,2,635,1270,380.72,2021-11-21
500,131,Mamaearth Face Wash,Skincare,5,1448,7240,2256.65,2022-01-30
501,105,Plum Serum,Skincare,5,537,2685,711.22,2019-02-25
502,290,Nykaa Nail Polish,Makeup,3,528,1584,520.86,2022-12-29
503,298,Minimalist Sunscreen,Skincare,1,535,535,114.44,2019-05-02
504,34,Minimalist Sunscreen,Skincare,2,847,1694,210.88,2020-02-05
505,245,Himalaya Face Pack,Skincare,3,422,1266,331.13,2021-01-16
506,6,Maybelline Mascara,Makeup,3,908,2724,500.67,2018-05-05
507,121,Plum Serum,Skincare,2,1306,2612,316.16,2021-11-17
508,294,Himalaya Face Pack,Skincare,1,1030,1030,171.82,2019-10-01
509,220,Himalaya Face Pack,Skincare,3,944,2832,556.65,2017-09-22
510,173,LOreal Shampoo,Haircare,1,220,220,45.6,2022-03-29
511,25,LOreal Shampoo,Haircare,5,566,2830,733.07,2021-04-20
512,207,Maybelline Mascara,Makeup,2,931,1862,500.94,2018-10-20
513,220,LOreal Shampoo,Haircare,4,295,1180,209.59,2017-11-01
514,96,Nykaa Nail Polish,Makeup,2,1319,2638,430.65,2019-11-02
515,259,Plum Serum,Skincare,2,800,1600,430.47,2021-04-12
516,128,LOreal Shampoo,Haircare,5,1291,6455,1757.9,2021-02-26
517,167,Himalaya Face Pack,Skincare,1,525,525,54.17,2018-04-17
518,245,LOreal Shampoo,Haircare,5,1109,5545,1445.28,2018-05-22
519,115,Colorbar Eyeliner,Makeup,3,1278,3834,797.81,2021-03-23
520,16,LOreal Shampoo,Haircare,2,762,1524,289.67,2022-07-08
521,282,Biotique Cream,Skincare,3,1012,3036,315.2,2021-04-29
522,300,Himalaya Face Pack,Skincare,2,1261,2522,611.78,2021-06-11
523,163,Plum Serum,Skincare,4,740,2960,631.89,2017-04-30
524,260,Minimalist Sunscreen,Skincare,5,1395,6975,711.02,2019-08-01
525,53,Colorbar Eyeliner,Makeup,2,551,1102,195.68,2019-01-09
526,23,Maybelline Mascara,Makeup,3,1107,3321,750.82,2018-03-20
527,198,Mamaearth Face Wash,Skincare,4,994,3976,807.77,2021-11-08
528,49,Biotique Cream,Skincare,5,1008,5040,918.34,2020-05-20
529,155,LOreal Shampoo,Haircare,3,841,2523,468.9,2022-09-02
530,245,Lakme Lipstick,Makeup,4,388,1552,293.05,2021-09-15
531,186,LOreal Shampoo,Haircare,5,739,3695,850.46,2021-02-06
532,22,Biotique Cream,Skincare,4,781,3124,484.79,2019-02-08
533,166,LOreal Shampoo,Haircare,5,786,3930,651.3,2019-10-01
534,102,Mamaearth Face Wash,Skincare,3,1166,3498,542.37,2020-11-18
535,125,Plum Serum,Skincare,3,771,2313,714.06,2021-09-17
536,127,Minimalist Sunscreen,Skincare,5,1071,5355,1380.64,2021-02-23
537,90,LOreal Shampoo,Haircare,3,1263,3789,618.53,2019-05-27
538,288,Himalaya Face Pack,Skincare,5,701,3505,770.44,2018-10-30
539,205,Minimalist Sunscreen,Skincare,5,563,2815,791.5,2019-01-26
540,246,Maybelline Mascara,Makeup,4,233,932,112.35,2022-04-21
541,295,LOreal Shampoo,Haircare,4,447,1788,604.9,2018-08-21
542,91,Himalaya Face Pack,Skincare,5,781,3905,442.64,2017-05-05
543,286,LOreal Shampoo,Haircare,4,665,2660,598.17,2021-03-22
544,8,Minimalist Sunscreen,Skincare,2,453,906,162.68,2022-05-28
545,245,Nykaa Nail Polish,Makeup,4,1446,5784,1472.06,2018-05-30
546,55,Nykaa Nail Polish,Makeup,2,949,1898,526.53,2019-10-14
547,240,Colorbar Eyeliner,Makeup,2,705,1410,328.25,2021-12-27
548,18,Colorbar Eyeliner,Makeup,3,567,1701,362.69,2020-09-29
549,177,Nykaa Nail Polish,Makeup,3,642,1926,225.63,2018-11-10
550,23,Lakme Lipstick,Makeup,2,754,1508,165.67,2018-07-24
551,65,LOreal Shampoo,Haircare,1,1053,1053,149.64,2017-01-26
552,6,Himalaya Face Pack,Skincare,3,434,1302,311.95,2021-10-18
553,240,Maybelline Mascara,Makeup,3,631,1893,627.27,2018-04-17
554,191,Plum Serum,Skincare,2,444,888,196.01,2017-10-11
555,90,Minimalist Sunscreen,Skincare,5,515,2575,684.38,2020-03-06
556,87,Lakme Lipstick,Makeup,4,526,2104,543.4,2018-12-25
557,150,Himalaya Face Pack,Skincare,2,1204,2408,519.1,2017-10-19
558,43,Colorbar Eyeliner,Makeup,5,529,2645,605.0,2019-04-10
559,164,Biotique Cream,Skincare,4,209,836,175.02,2018-01-17
560,100,Lakme Lipstick,Makeup,1,861,861,211.44,2020-04-01
561,55,Plum Serum,Skincare,3,251,753,180.3,2021-08-19
562,36,Himalaya Face Pack,Skincare,3,344,1032,224.63,2022-04-13
563,113,Nykaa Nail Polish,Makeup,4,1179,4716,718.76,2020-11-28
564,235,Himalaya Face Pack,Skincare,4,203,812,277.96,2018-07-11
565,91,Nykaa Nail Polish,Makeup,3,740,2220,516.5,2020-09-27
566,165,Maybelline Mascara,Makeup,1,1456,1456,431.89,2020-05-14
567,17,Plum Serum,Skincare,3,1409,4227,1177.68,2018-09-26
568,208,LOreal Shampoo,Haircare,2,803,1606,510.61,2017-11-08
569,141,Maybelline Mascara,Makeup,1,372,372,125.64,2021-08-30
570,17,LOreal Shampoo,Haircare,2,575,1150,252.9,2020-11-24
571,230,LOreal Shampoo,Haircare,3,321,963,189.98,2021-01-04
572,266,Maybelline Mascara,Makeup,4,382,1528,201.62,2021-06-05
573,83,Plum Serum,Skincare,5,926,4630,1598.44,2020-09-09
574,254,Plum Serum,Skincare,5,953,4765,667.19,2017-06-30
575,288,LOreal Shampoo,Haircare,2,543,1086,187.57,2021-12-09
576,48,Himalaya Face Pack,Skincare,5,1186,5930,1368.2,2022-12-24
577,169,Plum Serum,Skincare,1,1016,1016,239.17,2017-10-01
578,13,LOreal Shampoo,Haircare,5,513,2565,556.04,2017-09-19
579,109,Mamaearth Face Wash,Skincare,1,1435,1435,329.52,2020-07-17
580,243,Colorbar Eyeliner,Makeup,2,1283,2566,370.6,2019-08-29
581,36,LOreal Shampoo,Haircare,2,723,1446,355.53,2022-03-17
582,262,Minimalist Sunscreen,Skincare,5,1384,6920,1614.37,2020-05-28
583,77,Mamaearth Face Wash,Skincare,5,524,2620,429.97,2019-12-22
584,33,Plum Serum,Skincare,2,1221,2442,263.02,2021-04-13
585,25,LOreal Shampoo,Haircare,1,1036,1036,171.28,2020-04-14
586,129,Minimalist Sunscreen,Skincare,3,645,1935,482.38,2020-12-27
587,68,Mamaearth Face Wash,Skincare,1,1411,1411,490.32,2017-11-08
588,8,Minimalist Sunscreen,Skincare,1,527,527,148.95,2021-03-06
589,129,Lakme Lipstick,Makeup,4,1297,5188,1158.57,2019-12-23
590,25,Minimalist Sunscreen,Skincare,3,423,1269,252.74,2020-08-20
591,231,Himalaya Face Pack,Skincare,1,345,345,77.61,2018-08-11
592,252,Nykaa Nail Polish,Makeup,2,269,538,178.75,2019-10-17
593,12,Maybelline Mascara,Makeup,4,687,2748,731.03,2018-11-16
594,18,Plum Serum,Skincare,2,1408,2816,794.44,2021-04-11
595,86,Maybelline Mascara,Makeup,3,372,1116,143.01,2021-12-09
596,93,Colorbar Eyeliner,Makeup,4,890,3560,729.66,2019-02-05
597,144,Colorbar Eyeliner,Makeup,5,1260,6300,1126.73,2017-05-05
598,159,Plum Serum,Skincare,2,418,836,209.6,2018-03-10
599,173,LOreal Shampoo,Haircare,4,1426,5704,1662.55,2019-01-19
600,172,Lakme Lipstick,Makeup,1,1121,1121,248.67,2021-07-28
601,26,Nykaa Nail Polish,Makeup,5,1005,5025,1044.33,2019-01-21
602,60,Mamaearth Face Wash,Skincare,3,1001,3003,373.03,2017-02-25
603,73,LOreal Shampoo,Haircare,5,917,4585,837.56,2018-06-30
604,197,Maybelline Mascara,Makeup,3,831,2493,420.48,2018-03-29
605,69,Plum Serum,Skincare,4,618,2472,255.12,2020-02-21
606,70,Nykaa Nail Polish,Makeup,4,1155,4620,1086.79,2019-06-24
607,20,Colorbar Eyeliner,Makeup,3,429,1287,305.35,2022-01-20
608,72,Biotique Cream,Skincare,3,1309,3927,846.57,2022-04-11
609,161,LOreal Shampoo,Haircare,1,1239,1239,273.36,2019-09-23
610,283,Plum Serum,Skincare,2,1416,2832,888.14,2017-03-31
611,14,Plum Serum,Skincare,2,676,1352,158.74,2022-01-04
612,23,Nykaa Nail Polish,Makeup,3,1147,3441,393.1,2022-12-23
613,68,Maybelline Mascara,Makeup,1,1444,1444,431.56,2022-07-19
614,168,Maybelline Mascara,Makeup,1,1175,1175,388.58,2020-05-03
615,235,Nykaa Nail Polish,Makeup,1,992,992,333.88,2017-12-13
616,295,Maybelline Mascara,Makeup,4,1273,5092,994.01,2017-06-21
617,86,Mamaearth Face Wash,Skincare,3,639,1917,323.79,2017-08-31
618,153,Himalaya Face Pack,Skincare,3,350,1050,132.96,2020-04-09
619,217,Himalaya Face Pack,Skincare,5,328,1640,240.19,2021-01-30
620,53,Biotique Cream,Skincare,5,734,3670,882.44,2022-10-04
621,82,Himalaya Face Pack,Skincare,5,1150,5750,1509.7,2019-10-30
622,211,Mamaearth Face Wash,Skincare,4,1446,5784,1436.41,2021-08-05
623,20,Plum Serum,Skincare,2,713,1426,242.45,2018-02-24
624,62,Minimalist Sunscreen,Skincare,3,793,2379,692.29,2017-11-12
625,156,Mamaearth Face Wash,Skincare,2,427,854,201.06,2021-06-30
626,256,Minimalist Sunscreen,Skincare,3,1117,3351,858.84,2018-05-01
627,242,Mamaearth Face Wash,Skincare,5,912,4560,1241.0,2019-08-22
628,188,Nykaa Nail Polish,Makeup,2,1248,2496,383.94,2018-07-07
629,140,Biotique Cream,Skincare,5,494,2470,568.54,2022-10-06
630,257,Mamaearth Face Wash,Skincare,4,474,1896,472.91,2019-05-02
631,103,LOreal Shampoo,Haircare,2,1060,2120,736.36,2019-12-23
632,298,LOreal Shampoo,Haircare,2,482,964,111.89,2017-02-20
633,127,Maybelline Mascara,Makeup,4,712,2848,918.36,2020-11-19
634,145,LOreal Shampoo,Haircare,3,1030,3090,1004.5,2018-10-10
635,119,Lakme Lipstick,Makeup,3,1277,3831,1211.08,2017-08-13
636,236,Plum Serum,Skincare,1,776,776,175.52,2020-07-25
637,36,Plum Serum,Skincare,1,1283,1283,302.51,2020-04-15
638,228,Biotique Cream,Skincare,5,1144,5720,573.49,2017-06-14
639,294,Nykaa Nail Polish,Makeup,3,873,2619,895.24,2019-11-06
640,235,LOreal Shampoo,Haircare,5,1372,6860,2352.09,2022-03-25
641,210,Minimalist Sunscreen,Skincare,4,1054,4216,599.98,2020-03-19
642,108,Mamaearth Face Wash,Skincare,4,1054,4216,1194.66,2021-08-14
643,188,Plum Serum,Skincare,4,444,1776,322.85,2019-07-23
644,156,Mamaearth Face Wash,Skincare,3,359,1077,202.01,2019-07-28
645,293,Biotique Cream,Skincare,3,680,2040,698.49,2018-05-16
646,63,Minimalist Sunscreen,Skincare,2,1399,2798,631.03,2018-11-28
647,55,Nykaa Nail Polish,Makeup,1,978,978,326.4,2019-11-28
648,273,Maybelline Mascara,Makeup,4,333,1332,174.13,2020-08-20
649,71,Himalaya Face Pack,Skincare,4,764,3056,1034.63,2020-08-18
650,119,Biotique Cream,Skincare,1,865,865,159.09,2017-03-23
651,71,Himalaya Face Pack,Skincare,2,815,1630,379.13,2021-09-30
652,176,Plum Serum,Skincare,3,1011,3033,475.2,2017-12-30
653,172,Colorbar Eyeliner,Makeup,2,227,454,97.72,2019-06-19
654,48,Lakme Lipstick,Makeup,3,1131,3393,927.08,2019-01-21
655,74,Plum Serum,Skincare,3,985,2955,932.68,2018-01-09
656,261,Colorbar Eyeliner,Makeup,2,1277,2554,859.02,2021-08-20
657,153,Maybelline Mascara,Makeup,5,1079,5395,1253.92,2019-04-29
658,28,Maybelline Mascara,Makeup,5,1033,5165,738.08,2020-09-29
659,156,LOreal Shampoo,Haircare,2,591,1182,283.31,2021-11-06
660,230,Lakme Lipstick,Makeup,1,731,731,76.2,2022-01-23
661,113,Lakme Lipstick,Makeup,5,200,1000,296.65,2020-02-11
662,15,Minimalist Sunscreen,Skincare,3,787,2361,668.42,2022-05-07
663,58,Plum Serum,Skincare,5,397,1985,498.52,2017-08-25
664,38,Himalaya Face Pack,Skincare,4,1346,5384,1507.82,2020-07-26
665,8,Biotique Cream,Skincare,1,1323,1323,408.86,2018-12-27
666,187,Colorbar Eyeliner,Makeup,5,824,4120,742.94,2019-11-09
667,33,Lakme Lipstick,Makeup,1,1306,1306,259.98,2017-06-11
668,165,Minimalist Sunscreen,Skincare,4,1001,4004,963.86,2020-07-30
669,172,Lakme Lipstick,Makeup,4,346,1384,169.85,2021-10-05
670,257,Lakme Lipstick,Makeup,1,1200,1200,209.27,2022-03-29
671,192,Mamaearth Face Wash,Skincare,4,1221,4884,1574.43,2021-09-23
672,207,Mamaearth Face Wash,Skincare,2,237,474,125.25,2022-06-12
673,148,Colorbar Eyeliner,Makeup,5,1361,6805,1764.29,2021-09-08
674,104,Plum Serum,Skincare,4,1222,4888,911.89,2020-10-29
675,69,Nykaa Nail Polish,Makeup,1,721,721,229.04,2020-05-12
676,28,Minimalist Sunscreen,Skincare,4,281,1124,132.42,2017-02-28
677,61,Colorbar Eyeliner,Makeup,3,608,1824,508.08,2017-06-24
678,75,Mamaearth Face Wash,Skincare,3,1015,3045,363.69,2017-07-14
679,220,LOreal Shampoo,Haircare,3,548,1644,216.05,2019-01-24
680,165,Minimalist Sunscreen,Skincare,4,563,2252,364.49,2017-04-16
681,41,LOreal Shampoo,Haircare,3,303,909,176.65,2018-01-17
682,94,Minimalist Sunscreen,Skincare,5,1411,7055,754.56,2020-08-22
683,67,Plum Serum,Skincare,2,1468,2936,996.5,2019-03-05
684,156,Plum Serum,Skincare,4,1329,5316,929.84,2021-11-29
685,217,Maybelline Mascara,Makeup,3,744,2232,692.84,2021-10-05
686,33,Mamaearth Face Wash,Skincare,4,238,952,146.23,2022-08-13
687,161,Biotique Cream,Skincare,1,1322,1322,388.24,2018-08-11
688,271,Nykaa Nail Polish,Makeup,1,778,778,154.16,2020-11-25
689,13,Colorbar Eyeliner,Makeup,3,208,624,67.71,2017-12-07
690,1,Lakme Lipstick,Makeup,1,316,316,37.16,2019-08-07
691,275,Nykaa Nail Polish,Makeup,4,201,804,267.18,2018-01-10
692,201,LOreal Shampoo,Haircare,2,366,732,109.92,2022-10-15
693,135,Biotique Cream,Skincare,4,1430,5720,1465.26,2021-02-21
694,86,Biotique Cream,Skincare,2,708,1416,229.97,2020-09-18
695,287,LOreal Shampoo,Haircare,3,1460,4380,681.62,2022-10-10
696,178,Lakme Lipstick,Makeup,3,566,1698,255.48,2020-01-17
697,232,Biotique Cream,Skincare,5,503,2515,662.87,2018-03-20
698,207,Nykaa Nail Polish,Makeup,5,309,1545,356.45,2018-11-16
699,288,Lakme Lipstick,Makeup,1,1009,1009,235.8,2020-09-15
700,286,Himalaya Face Pack,Skincare,1,1336,1336,284.84,2021-12-11
701,218,Mamaearth Face Wash,Skincare,4,1370,5480,691.77,2018-08-19
702,97,Colorbar Eyeliner,Makeup,3,1271,3813,804.87,2022-06-24
703,33,Lakme Lipstick,Makeup,5,1141,5705,613.09,2018-02-10
704,34,Maybelline Mascara,Makeup,1,1275,1275,384.0,2021-04-20
705,123,Lakme Lipstick,Makeup,2,1358,2716,936.73,2020-02-19
706,230,Maybelline Mascara,Makeup,1,795,795,97.47,2018-09-06
707,68,Maybelline Mascara,Makeup,4,1421,5684,903.72,2018-05-15
708,173,Himalaya Face Pack,Skincare,3,954,2862,571.66,2019-02-08
709,239,Nykaa Nail Polish,Makeup,1,1192,1192,273.95,2022-03-08
710,198,Lakme Lipstick,Makeup,2,659,1318,407.9,2018-04-02
711,93,LOreal Shampoo,Haircare,2,326,652,218.23,2018-02-11
712,250,Minimalist Sunscreen,Skincare,5,684,3420,959.59,2022-03-01
713,4,Plum Serum,Skincare,3,559,1677,531.04,2019-02-18
714,286,Minimalist Sunscreen,Skincare,3,1289,3867,550.71,2019-02-02
715,31,Himalaya Face Pack,Skincare,1,351,351,83.79,2019-05-27
716,237,Mamaearth Face Wash,Skincare,4,1016,4064,1167.71,2021-02-13
717,132,Mamaearth Face Wash,Skincare,1,986,986,123.0,2020-03-30
718,25,Mamaearth Face Wash,Skincare,5,1177,5885,1771.02,2018-03-18
719,195,LOreal Shampoo,Haircare,2,656,1312,306.47,2017-07-08
720,144,Mamaearth Face Wash,Skincare,1,729,729,145.07,2017-12-09
721,215,Biotique Cream,Skincare,1,1250,1250,183.2,2021-10-09
722,185,Plum Serum,Skincare,5,847,4235,735.32,2019-06-15
723,230,Biotique Cream,Skincare,4,1216,4864,1010.35,2020-06-14
724,65,Minimalist Sunscreen,Skincare,4,1428,5712,848.23,2017-03-02
725,256,Lakme Lipstick,Makeup,1,594,594,150.48,2019-08-11
726,189,Himalaya Face Pack,Skincare,5,850,4250,1293.82,2021-12-16
727,119,Biotique Cream,Skincare,5,945,4725,627.25,2018-08-06
728,167,Biotique Cream,Skincare,3,1228,3684,953.14,2020-09-08
729,248,Biotique Cream,Skincare,4,614,2456,484.52,2019-10-06
730,239,Colorbar Eyeliner,Makeup,2,1008,2016,247.74,2022-01-27
731,207,Biotique Cream,Skincare,2,641,1282,329.46,2021-05-07
732,209,Lakme Lipstick,Makeup,3,659,1977,424.33,2020-03-19
733,101,Lakme Lipstick,Makeup,4,913,3652,1115.75,2021-01-24
734,171,LOreal Shampoo,Haircare,2,591,1182,138.31,2022-05-21
735,138,Colorbar Eyeliner,Makeup,3,307,921,247.23,2019-06-02
736,42,Biotique Cream,Skincare,2,1459,2918,1019.13,2022-12-01
737,30,Minimalist Sunscreen,Skincare,3,1001,3003,712.34,2021-09-18
738,186,Minimalist Sunscreen,Skincare,2,206,412,42.48,2018-02-20
739,281,LOreal Shampoo,Haircare,2,1385,2770,689.01,2017-04-30
